uid,sentence,sense_keys,glosses,target
d000.s012.t005,"When negotiating with your union , do you make sure employees [TGT] have [TGT] a choice between new benefits and their cents per hour cost in wages .","['have%2:30:00::', 'have%2:29:02::', 'have%2:40:00::', 'have%2:29:00::']","['cause to move; cause to be in a certain position or condition', 'suffer from; be ill with', 'have or possess, either in a concrete or an abstract sense', 'cause to be born']",[2]
d000.s012.t006,"When negotiating with your union , do you make sure employees have a [TGT] choice [TGT] between new benefits and their cents per hour cost in wages .","['choice%1:09:00::', 'choice%1:09:02::', 'choice%1:04:00::']","['the person or thing chosen or selected', 'one of a number of things from which only one can be chosen', 'the act of choosing or selecting']",[2]
d000.s012.t007,"When negotiating with your union , do you make sure employees have a choice between [TGT] new [TGT] benefits and their cents per hour cost in wages .","['new%5:00:00:unprecedented:00', 'new%5:00:00:unaccustomed:00', 'new%3:00:00::', 'new%5:00:00:early:02']","['having no previous example or precedent or parallel', 'unfamiliar', 'not of long duration; having just (or relatively recently) come into being or been made or acquired or discovered', '(of crops) harvested at an early stage of development; before complete maturity']",[2]
d000.s012.t008,"When negotiating with your union , do you make sure employees have a choice between new [TGT] benefits [TGT] and their cents per hour cost in wages .","['benefit%1:10:00::', 'benefit%1:21:00::', 'benefit%1:07:00::']","['a performance to raise money for a charitable cause', 'financial assistance in time of need', 'something that aids or promotes well-being']",[1]
d000.s012.t009,"When negotiating with your union , do you make sure employees have a choice between new benefits and their [TGT] cents [TGT] per hour cost in wages .","['cent%1:23:00::', 'cent%1:21:00::']","['a fractional monetary unit of several countries', 'a coin worth one-hundredth of the value of the basic unit']",[0]
d000.s012.t010,"When negotiating with your union , do you make sure employees have a choice between new benefits and their cents per [TGT] hour [TGT] cost in wages .","['hour%1:28:02::', 'hour%1:28:00::', 'hour%1:28:01::', 'hour%1:07:00::']","['a special and memorable period', 'a period of time equal to 1/24th of a day', 'clock time', 'distance measured by the time taken to cover it']",[1]
d000.s012.t011,"When negotiating with your union , do you make sure employees have a choice between new benefits and their cents per hour [TGT] cost [TGT] in wages .","['cost%1:07:01::', 'cost%1:21:00::', 'cost%1:07:00::']","['value measured by what must be given or done or undergone to obtain something', 'the total spent for goods or services including money and time and labor', 'the property of having material worth (often indicated by the amount of money something would bring if sold)']",[1]
d000.s012.t012,"When negotiating with your union , do you make sure employees have a choice between new benefits and their cents per hour cost in [TGT] wages [TGT] .",['wage%1:21:00::'],['something that remunerates'],[0]
d000.s013.t000,"Can you [TGT] consider [TGT] restricting any additional employee benefits to those paid for by profit-sharing money , such as was done in the union contract recently signed by American Motors Corporation ?","['consider%2:31:00::', 'consider%2:39:00::', 'consider%2:32:02::', 'consider%2:31:01::']","['deem to be', 'give careful consideration to', 'think about carefully; weigh', 'take into consideration for exemplifying purposes']",[2]
d000.s013.t001,"Can you consider [TGT] restricting [TGT] any additional employee benefits to those paid for by profit-sharing money , such as was done in the union contract recently signed by American Motors Corporation ?","['restrict%2:41:00::', 'restrict%2:30:02::', 'restrict%2:30:01::', 'restrict%2:30:00::']","['place under restrictions; limit access to', 'place restrictions on', 'make more specific', 'place limits on (extent or access)']",[1]
d000.s013.t002,"Can you consider restricting any additional [TGT] employee [TGT] benefits to those paid for by profit-sharing money , such as was done in the union contract recently signed by American Motors Corporation ?",['employee%1:18:00::'],['a worker who is hired to perform a job'],[0]
d000.s013.t003,"Can you consider restricting any additional employee [TGT] benefits [TGT] to those paid for by profit-sharing money , such as was done in the union contract recently signed by American Motors Corporation ?","['benefit%1:21:00::', 'benefit%1:10:00::', 'benefit%1:07:00::']","['financial assistance in time of need', 'a performance to raise money for a charitable cause', 'something that aids or promotes well-being']",[0]
d000.s013.t004,"Can you consider restricting any additional employee benefits to those [TGT] paid [TGT] for by profit-sharing money , such as was done in the union contract recently signed by American Motors Corporation ?","['pay%2:31:00::', 'pay%2:40:00::', 'pay%2:40:14::', 'pay%2:42:00::']","['dedicate', 'give money, usually in exchange for goods or services', 'discharge or settle', 'be worth it']",[1]
d000.s013.t005,"Can you consider restricting any additional employee benefits to those paid for by [TGT] profit-sharing [TGT] money , such as was done in the union contract recently signed by American Motors Corporation ?",['profit_sharing%1:21:00::'],['a system in which employees receive a share of the net profits of the business'],[0]
d000.s013.t006,"Can you consider restricting any additional employee benefits to those paid for by profit-sharing [TGT] money [TGT] , such as was done in the union contract recently signed by American Motors Corporation ?","['money%1:21:00::', 'money%1:21:01::', 'money%1:21:02::']","['the most common medium of exchange; functions as legal tender', 'the official currency issued by a government or national bank', 'wealth reckoned in terms of money']",[0]
d000.s013.t007,"Can you consider restricting any additional employee benefits to those paid for by profit-sharing money , such as was [TGT] done [TGT] in the union contract recently signed by American Motors Corporation ?","['do%2:41:01::', 'do%2:41:03::', 'do%2:36:00::', 'do%2:36:02::']","['engage in', 'carry on or function', 'create or design, often in a certain way', 'give rise to; cause to happen or occur, not always intentionally']",[0]
d000.s013.t008,"Can you consider restricting any additional employee benefits to those paid for by profit-sharing money , such as was done in the [TGT] union [TGT] contract recently signed by American Motors Corporation ?","['union%1:14:03::', 'union%1:26:00::', 'union%1:15:00::', 'union%1:14:01::']","['a set containing all and only the members of two or more given sets', 'the state of being joined or united or linked', 'the United States (especially the northern states during the American Civil War)', 'an organization of employees formed to bargain with the employer']",[3]
d000.s013.t009,"Can you consider restricting any additional employee benefits to those paid for by profit-sharing money , such as was done in the union [TGT] contract [TGT] recently signed by American Motors Corporation ?","['contract%1:04:01::', 'contract%1:10:00::', 'contract%1:10:01::']","['a variety of bridge in which the bidder receives points toward game only for the number of tricks he bid', 'a binding agreement between two or more persons that is enforceable by law', '(contract bridge) the highest bid becomes the contract setting the number of tricks that the bidder must make']",[1]
d000.s013.t010,"Can you consider restricting any additional employee benefits to those paid for by profit-sharing money , such as was done in the union contract [TGT] recently [TGT] signed by American Motors Corporation ?",['recently%4:02:00::'],['in the recent past'],[0]
d000.s013.t011,"Can you consider restricting any additional employee benefits to those paid for by profit-sharing money , such as was done in the union contract recently [TGT] signed [TGT] by American Motors Corporation ?","['sign%2:32:02::', 'sign%2:32:00::', 'sign%2:41:00::', 'sign%2:32:01::']","[""mark with one's signature; write one's name (on)"", 'be engaged by a written agreement', 'approve and express assent, responsibility, or obligation', 'communicate silently and non-verbally by signals or signs']",[2]
d000.s013.t012,"Can you consider restricting any additional employee benefits to those paid for by profit-sharing money , such as was done in the union contract recently signed by [TGT] American Motors Corporation [TGT] ?","['group%1:03:00::', 'group%1:27:00::', 'group%1:09:00::']","['any number of entities (members) considered as a unit', '(chemistry) two or more atoms bound together as a single unit and forming part of a molecule', 'a set that is closed, associative, has an identity element and every element has an inverse']",[0]
