id,sentence,sense_keys,glosses,target
d000.s008.t011,Alimta is used to treat two types of cancer : pleural mesothelioma ( cancer of the lining of the lungs that is usually caused by [TGT] exposure [TGT] to asbestos ) .,"['exposure%1:23:00::', 'exposure%1:04:05::', 'exposure%1:04:01::', 'exposure%1:09:00::', 'exposure%1:07:00::', 'exposure%1:04:02::', 'exposure%1:06:00::', 'exposure%1:26:01::', 'exposure%1:04:06::', 'exposure%1:10:00::']","['the intensity of light falling on a photographic film or plate', 'presentation to view in an open or public manner', 'abandoning without shelter or protection (as by leaving as infant out in the open)', 'aspect resulting from the direction a building or window faces', 'vulnerability to the elements; to the action of heat or cold or wind or rain;  or', 'the act of exposing film to light', 'a representation of a person or scene in the form of a print or transparent slide; recorded by a camera on light-sensitive material', 'the state of being vulnerable or exposed', 'the act of subjecting someone to an influencing experience', 'the disclosure of something secret']","[2, 7]"
d000.s008.t012,Alimta is used to treat two types of cancer : pleural mesothelioma ( cancer of the lining of the lungs that is usually caused by exposure to [TGT] asbestos [TGT] ) .,['asbestos%1:27:00::'],['a fibrous amphibole; used for making fireproof articles; inhaling fibers can cause asbestosis or lung cancer'],[0]
d000.s009.t000,"Alimta is [TGT] used [TGT] together with cisplatin ( another anticancer medicine ) when the cancer is unresectable ( cannot be removed by surgery alone ) and malignant ( has spread , or is likely to spread easily , to other parts of the body ) , in patients who have not received chemotherapy ( medicines for cancer ) before advanced or metastatic non-small cell lung cancer that is not affecting the squamous cells .","['use%2:34:01::', 'use%2:41:14::', 'use%2:34:00::', 'use%2:41:03::', 'use%2:41:04::', 'use%2:34:02::']","['put into service; make work or employ for a particular purpose or for its inherent or natural purpose', ""seek or achieve an end by using to one's advantage"", 'use up, consume fully', 'habitually do something (use only in the past tense)', 'avail oneself to', 'take or consume (regularly or habitually)']","[0, 5]"
d000.s009.t001,"Alimta is used [TGT] together with [TGT] cisplatin ( another anticancer medicine ) when the cancer is unresectable ( cannot be removed by surgery alone ) and malignant ( has spread , or is likely to spread easily , to other parts of the body ) , in patients who have not received chemotherapy ( medicines for cancer ) before advanced or metastatic non-small cell lung cancer that is not affecting the squamous cells .",['together_with%4:02:00::'],['in conjunction with; combined'],[0]
d000.s009.t002,"Alimta is used together with cisplatin ( another [TGT] anticancer [TGT] medicine ) when the cancer is unresectable ( cannot be removed by surgery alone ) and malignant ( has spread , or is likely to spread easily , to other parts of the body ) , in patients who have not received chemotherapy ( medicines for cancer ) before advanced or metastatic non-small cell lung cancer that is not affecting the squamous cells .",['anticancer%3:01:00::'],['used in the treatment of cancer'],[0]
d000.s009.t003,"Alimta is used together with cisplatin ( another anticancer [TGT] medicine [TGT] ) when the cancer is unresectable ( cannot be removed by surgery alone ) and malignant ( has spread , or is likely to spread easily , to other parts of the body ) , in patients who have not received chemotherapy ( medicines for cancer ) before advanced or metastatic non-small cell lung cancer that is not affecting the squamous cells .","['medicine%1:09:00::', 'medicine%1:06:00::', 'medicine%1:04:00::', 'medicine%1:04:02::']","['the branches of medical science that deal with nonsurgical techniques', '(medicine) something that treats or prevents or alleviates the symptoms of disease', 'the learned profession that is mastered by graduate training in a medical school and that is devoted to preventing or alleviating or curing diseases and injuries', ""punishment for one's actions""]",[1]
d000.s009.t004,"Alimta is used together with cisplatin ( another anticancer medicine ) when the [TGT] cancer [TGT] is unresectable ( cannot be removed by surgery alone ) and malignant ( has spread , or is likely to spread easily , to other parts of the body ) , in patients who have not received chemotherapy ( medicines for cancer ) before advanced or metastatic non-small cell lung cancer that is not affecting the squamous cells .","['cancer%1:26:00::', 'cancer%1:17:00::', 'cancer%1:05:00::', 'cancer%1:15:00::', 'cancer%1:18:00::']","['any malignant growth or tumor caused by abnormal and uncontrolled cell division; it may spread to other parts of the body through the lymphatic system or the blood stream', 'a small zodiacal constellation in the northern hemisphere; between Leo and Gemini', 'type genus of the family Cancridae', 'the fourth sign of the zodiac; the sun is in this sign from about June 21 to July 22', '(astrology) a person who is born while the sun is in Cancer']",[0]
d000.s009.t005,"Alimta is used together with cisplatin ( another anticancer medicine ) when the cancer is unresectable ( cannot be [TGT] removed [TGT] by surgery alone ) and malignant ( has spread , or is likely to spread easily , to other parts of the body ) , in patients who have not received chemotherapy ( medicines for cancer ) before advanced or metastatic non-small cell lung cancer that is not affecting the squamous cells .","['remove%2:40:00::', 'remove%2:38:00::', 'remove%2:30:01::', 'remove%2:41:00::', 'remove%2:30:02::', 'remove%2:41:02::', 'remove%2:30:00::', 'remove%2:41:01::']","['dispose of', 'shift the position or location of, as for business, legal, educational, or military purposes', 'go away or leave', 'remove from a position or an office', 'get rid of something abstract', 'cause to leave', 'remove something concrete, as by lifting, pushing, or taking off, or remove something abstract', 'kill intentionally and with premeditation']",[6]
d000.s009.t006,"Alimta is used together with cisplatin ( another anticancer medicine ) when the cancer is unresectable ( cannot be removed by [TGT] surgery [TGT] alone ) and malignant ( has spread , or is likely to spread easily , to other parts of the body ) , in patients who have not received chemotherapy ( medicines for cancer ) before advanced or metastatic non-small cell lung cancer that is not affecting the squamous cells .","['surgery%1:06:00::', 'surgery%1:09:00::', 'surgery%1:06:01::', 'surgery%1:04:01::']","['a room in a hospital equipped for the performance of surgical operations', 'the branch of medical science that treats disease or injury by operative procedures', 'a room where a doctor or dentist can be consulted', 'a medical procedure involving an incision with instruments; performed to repair damage or arrest disease in a living body']",[3]
d000.s009.t007,"Alimta is used together with cisplatin ( another anticancer medicine ) when the cancer is unresectable ( cannot be removed by surgery [TGT] alone [TGT] ) and malignant ( has spread , or is likely to spread easily , to other parts of the body ) , in patients who have not received chemotherapy ( medicines for cancer ) before advanced or metastatic non-small cell lung cancer that is not affecting the squamous cells .","['alone%5:00:00:incomparable:00', 'alone%5:00:00:exclusive:00', 'alone%5:00:00:unaccompanied:00', 'alone%5:00:00:unsocial:00']","['radically distinctive and without equal', 'exclusive of anyone or anything else', 'lacking companions or companionship', 'isolated from others']",[1]
d000.s009.t008,"Alimta is used together with cisplatin ( another anticancer medicine ) when the cancer is unresectable ( cannot be removed by surgery alone ) and [TGT] malignant [TGT] ( has spread , or is likely to spread easily , to other parts of the body ) , in patients who have not received chemotherapy ( medicines for cancer ) before advanced or metastatic non-small cell lung cancer that is not affecting the squamous cells .",['malignant%3:00:02::'],['dangerous to health; characterized by progressive and uncontrolled growth (especially of a tumor)'],[0]
d000.s009.t009,"Alimta is used together with cisplatin ( another anticancer medicine ) when the cancer is unresectable ( cannot be removed by surgery alone ) and malignant ( has [TGT] spread [TGT] , or is likely to spread easily , to other parts of the body ) , in patients who have not received chemotherapy ( medicines for cancer ) before advanced or metastatic non-small cell lung cancer that is not affecting the squamous cells .","['spread%2:35:12::', 'spread%2:42:00::', 'spread%2:35:13::', 'spread%2:35:00::', 'spread%2:38:02::', 'spread%2:35:07::', 'spread%2:35:03::', 'spread%2:32:00::', 'spread%2:38:00::', 'spread%2:32:02::']","['cover by spreading something over', 'spread across or over', 'distribute over a surface in a layer', 'distribute or disperse widely', 'move outward', 'become distributed or widespread', 'spread out or open from a closed or folded state', 'cause to become widely known', 'strew or distribute over an area', 'become widely known and passed on']",[5]
d000.s009.t010,"Alimta is used together with cisplatin ( another anticancer medicine ) when the cancer is unresectable ( cannot be removed by surgery alone ) and malignant ( has spread , or is [TGT] likely [TGT] to spread easily , to other parts of the body ) , in patients who have not received chemotherapy ( medicines for cancer ) before advanced or metastatic non-small cell lung cancer that is not affecting the squamous cells .","['likely%3:00:04::', 'likely%5:00:00:prospective:00', 'likely%5:00:00:credible:00', 'likely%3:00:00::']","['likely but not certain to be or become true or real', 'expected to become or be; in prospect', 'within the realm of credibility', 'has a good chance of being the case or of coming about']","[0, 3]"
d000.s009.t011,"Alimta is used together with cisplatin ( another anticancer medicine ) when the cancer is unresectable ( cannot be removed by surgery alone ) and malignant ( has spread , or is likely to [TGT] spread [TGT] easily , to other parts of the body ) , in patients who have not received chemotherapy ( medicines for cancer ) before advanced or metastatic non-small cell lung cancer that is not affecting the squamous cells .","['spread%2:35:12::', 'spread%2:42:00::', 'spread%2:35:13::', 'spread%2:35:00::', 'spread%2:38:02::', 'spread%2:35:07::', 'spread%2:35:03::', 'spread%2:32:00::', 'spread%2:38:00::', 'spread%2:32:02::']","['cover by spreading something over', 'spread across or over', 'distribute over a surface in a layer', 'distribute or disperse widely', 'move outward', 'become distributed or widespread', 'spread out or open from a closed or folded state', 'cause to become widely known', 'strew or distribute over an area', 'become widely known and passed on']",[5]
