id,sentence,sense_keys,glosses,target
d000.s012.t001,"The stranger , his [TGT] head [TGT] seemingly sunk in thought , started to cross the street against the light just as a huge moving van roared through the intersection .","['head%1:06:04::', 'head%1:23:00::', 'head%1:19:00::', 'head%1:17:00::', 'head%1:05:00::', 'head%1:10:00::', 'head%1:10:02::', 'head%1:18:03::', 'head%1:08:00::', 'head%1:11:01::', 'head%1:11:00::', 'head%1:06:03::', 'head%1:10:01::', 'head%1:18:01::', 'head%1:08:02::', 'head%1:10:03::', 'head%1:18:02::', 'head%1:04:00::', 'head%1:15:00::', 'head%1:17:01::', 'head%1:06:05::', 'head%1:08:01::', 'head%1:06:01::', 'head%1:06:00::', 'head%1:14:00::', 'head%1:15:01::', 'head%1:18:00::', 'head%1:20:00::', 'head%1:09:00::', 'head%1:26:00::', 'head%1:17:02::', 'head%1:15:02::', 'head%1:06:02::']","[""(usually plural) the obverse side of a coin that usually bears the representation of a person's head"", 'the length or height based on the size of a human or animal head', 'the pressure exerted by a fluid', 'the foam or froth that accumulates at the top when you pour an effervescent liquid into a container', 'a single domestic animal', 'a line of text serving to indicate what the passage below it is about', 'the subject matter at issue', 'an individual person', 'the upper part of the human body or the front part of the body in animals; contains the face and brains', 'a difficult juncture', 'forward movement', 'the striking part of a tool', 'a V-shaped mark at one end of an arrow pointer', 'the educator who has executive authority for a school', 'that part of a skeletal muscle that is away from the bone that it moves', '(grammar) the word in a grammatical constituent that plays the same grammatical role as the whole constituent', 'a user of (usually soft) drugs', 'oral stimulation of the genitals', 'the top of something', 'a rounded compact mass', '(computer science) a tiny electromagnetic coil and metal pole used to write and read magnetic patterns on a disk', 'the rounded end of a bone that fits into a rounded cavity in another bone to form a joint', 'a membrane that is stretched taut over a drum', 'a projection out from one end; ,', 'the front of a military formation or procession', 'the source of water from which a stream arises', 'a person who is in charge', 'a dense cluster of flowers or foliage', ""that which is responsible for one's thoughts and feelings; the seat of the faculty of reason"", 'the tip of an abscess (where the pus accumulates)', 'a natural elevation (especially a rocky one that juts out into the sea)', 'the part in the front or nearest the viewer', '(nautical) a toilet on board a boat or ship']",[8]
d000.s012.t002,"The stranger , his head seemingly [TGT] sunk [TGT] in thought , started to cross the street against the light just as a huge moving van roared through the intersection .","['sink%2:38:01::', 'sink%2:38:00::', 'sink%2:38:03::', 'sink%2:38:07::', 'sink%2:38:04::', 'sink%2:30:00::', 'sink%2:38:02::', 'sink%2:35:00::', 'sink%2:38:06::']","['fall or descend to a lower place or level', 'go under,', 'fall or sink heavily', 'pass into a specified state or condition', 'appear to move downward', 'fall heavily or suddenly; decline markedly', 'cause to sink', 'embed deeply', 'descend into or as if into some soft substance or place']",[3]
d000.s012.t003,"The stranger , his head seemingly sunk in [TGT] thought [TGT] , started to cross the street against the light just as a huge moving van roared through the intersection .","['thought%1:09:01::', 'thought%1:09:03::', 'thought%1:09:00::', 'thought%1:09:02::']","['the content of cognition; the main thing you are thinking about', 'a personal belief or judgment that is not founded on proof or certainty', 'the process of using your mind to consider something carefully', 'the organized beliefs of a period or group or individual']",[2]
d000.s012.t004,"The stranger , his head seemingly sunk in thought , [TGT] started [TGT] to cross the street against the light just as a huge moving van roared through the intersection .","['start%2:36:01::', 'start%2:38:02::', 'start%2:41:00::', 'start%2:36:00::', 'start%2:42:03::', 'start%2:42:00::', 'start%2:38:04::', 'start%2:30:01::', 'start%2:41:04::', 'start%2:30:00::', 'start%2:38:00::', 'start%2:38:03::', 'start%2:33:00::', 'start%2:38:01::']","['get off the ground', 'leave', 'begin work or acting in a certain capacity, office or job', 'bring into being', 'have a beginning characterized in some specified way', 'have a beginning, in a temporal, spatial, or evaluative sense', 'move or jump suddenly, as if in surprise or alarm', 'set in motion, cause to start', 'begin an event that is implied and limited by the nature or inherent function of the direct object', 'take the first step or steps in carrying out an action', 'begin or set in motion', 'bulge outward', 'play in the starting lineup', 'get going or set in motion']",[9]
d000.s012.t005,"The stranger , his head seemingly sunk in thought , started to [TGT] cross [TGT] the street against the light just as a huge moving van roared through the intersection .","['cross%2:38:03::', 'cross%2:36:09::', 'cross%2:42:00::', 'cross%2:35:00::', 'cross%2:38:00::', 'cross%2:38:01::', 'cross%2:41:00::', 'cross%2:38:04::']","['meet at a point', 'trace a line through or across', 'to cover or extend over an area or time period; ,', 'breed animals or plants using parents of different races and varieties', 'travel across or pass over', 'meet and pass', 'hinder or prevent (the efforts, plans, or desires) of', 'fold so as to resemble a cross']",[4]
d000.s012.t006,"The stranger , his head seemingly sunk in thought , started to cross the [TGT] street [TGT] against the light just as a huge moving van roared through the intersection .","['street%1:06:00::', 'street%1:26:01::', 'street%1:14:00::', 'street%1:26:00::', 'street%1:06:01::']","['a thoroughfare (usually including sidewalks) that is lined with buildings', 'a situation offering opportunities', 'people living or working on the same street', 'the streets of a city viewed as a depressed environment in which there is poverty and crime and prostitution and dereliction', 'the part of a thoroughfare between the sidewalks; the part of the thoroughfare on which vehicles travel']",[4]
d000.s012.t007,"The stranger , his head seemingly sunk in thought , started to cross the street against the [TGT] light [TGT] just as a huge moving van roared through the intersection .","['light%1:07:02::', 'light%1:06:01::', 'light%1:09:01::', 'light%1:06:00::', 'light%1:15:00::', 'light%1:07:00::', 'light%1:19:00::', 'light%1:07:01::', 'light%1:09:00::', 'light%1:18:00::', 'light%1:16:00::', 'light%1:26:01::', 'light%1:26:00::', 'light%1:09:02::', 'light%1:10:00::']","['merriment expressed by a brightness or gleam or animation of countenance', 'a device for lighting or igniting fuel or charges or fires', 'a particular perspective or aspect of a situation', 'any device serving as a source of illumination', 'an illuminated area', 'the visual effect of illumination on objects or scenes as created in pictures', '(physics) electromagnetic radiation that can produce a visual sensation', 'the quality of being luminous; emitting or reflecting light', 'mental understanding as an enlightening experience', 'a person regarded very fondly', 'a divine presence believed by Quakers to enlighten and guide the soul', 'a condition of spiritual awareness; divine illumination', 'having abundant light or illumination', 'public awareness', 'a visual warning signal']",[14]
d000.s012.t008,"The stranger , his head seemingly sunk in thought , started to cross the street against the light just as a [TGT] huge [TGT] moving van roared through the intersection .",['huge%5:00:01:large:00'],['unusually great in size or amount or degree or especially extent or scope; ; ; ; ; ; ; ; ; - W.R.Inge'],[0]
d000.s012.t009,"The stranger , his head seemingly sunk in thought , started to cross the street against the light just as a huge [TGT] moving van [TGT] roared through the intersection .",['moving_van%1:06:00::'],['a van used for moving home or office furniture'],[0]
d000.s012.t010,"The stranger , his head seemingly sunk in thought , started to cross the street against the light just as a huge moving van [TGT] roared [TGT] through the intersection .","['roar%2:32:01::', 'roar%2:32:05::', 'roar%2:29:00::', 'roar%2:32:03::', 'roar%2:38:00::', 'roar%2:32:02::']","['make a loud noise, as of wind, water, or vehicles', 'make a loud noise, as of animal', 'laugh unrestrainedly and heartily', 'utter words loudly and forcefully', 'act or proceed in a riotous, turbulent, or disorderly way; -R.A.Billington', 'emit long loud cries']",[4]
d000.s012.t011,"The stranger , his head seemingly sunk in thought , started to cross the street against the light just as a huge moving van roared through the [TGT] intersection [TGT] .","['intersection%1:04:00::', 'intersection%1:09:01::', 'intersection%1:14:00::', 'intersection%1:06:00::', 'intersection%1:25:00::', 'intersection%1:09:00::']","[""the act of intersecting (as joining by causing your path to intersect your target's path)"", 'a representation of common ground between theories or phenomena', 'the set of elements common to two or more sets', 'a junction where one street or road crosses another', 'a point or set of points common to two or more geometric configurations', 'a point where lines intersect']",[3]
d000.s013.t000,"[TGT] Brakes [TGT] howled and a horn blared furiously , but the man would have been hit if Phil had n't called out to him a second before .","['brake%1:20:01::', 'brake%1:06:01::', 'brake%1:06:00::', 'brake%1:14:00::', 'brake%1:20:02::']","['large coarse fern often several feet high; essentially weed ferns; cosmopolitan', 'anything that slows or hinders a process', 'a restraint used to slow or stop a vehicle', 'an area thickly overgrown usually with one kind of plant', 'any of various ferns of the genus Pteris having pinnately compound leaves and including several popular houseplants']",[2]
d000.s013.t001,"Brakes [TGT] howled [TGT] and a horn blared furiously , but the man would have been hit if Phil had n't called out to him a second before .","['howl%2:29:00::', 'howl%2:32:03::', 'howl%2:32:02::', 'howl%2:32:01::']","['laugh unrestrainedly and heartily', 'cry loudly, as of animals', 'emit long loud cries', 'make a loud noise, as of wind, water, or vehicles']",[3]
d000.s013.t002,"Brakes howled and a [TGT] horn [TGT] blared furiously , but the man would have been hit if Phil had n't called out to him a second before .","['horn%1:05:01::', 'horn%1:06:07::', 'horn%1:06:00::', 'horn%1:06:05::', 'horn%1:06:01::', 'horn%1:06:04::', 'horn%1:10:02::', 'horn%1:06:06::', 'horn%1:06:03::', 'horn%1:27:00::', 'horn%1:05:02::']","['one of the bony outgrowths on the heads of certain ungulates', 'a device having the shape of a horn', 'a brass musical instrument consisting of a conical tube that is coiled into a spiral and played by means of valves', 'a device on an automobile for making a warning noise', 'a brass musical instrument with a brilliant tone; has a narrow tube and a flared bell and is played by means of valves', 'a high pommel of a Western saddle (usually metal covered with leather)', 'a noise made by the driver of an automobile to give warning', 'a noisemaker (as at parties or games) that makes a loud noise when you blow through it', 'an alarm device that makes a loud warning sound', 'the material (mostly keratin) that covers the horns of ungulates and forms hooves and claws and nails', 'any hard protuberance from the head of an organism that is similar to or suggestive of a horn']",[3]
d000.s013.t003,"Brakes howled and a horn [TGT] blared [TGT] furiously , but the man would have been hit if Phil had n't called out to him a second before .","['blare%2:39:00::', 'blare%2:39:01::']","['make a loud noise', 'make a strident sound']",[0]
d000.s013.t004,"Brakes howled and a horn blared furiously , but the [TGT] man [TGT] would have been hit if Phil had n't called out to him a second before .","['man%1:18:06::', 'man%1:05:01::', 'man%1:18:00::', 'man%1:15:00::', 'man%1:05:00::', 'man%1:18:03::', 'man%1:18:07::', 'man%1:18:05::', 'man%1:18:08::', 'man%1:18:04::', 'man%1:06:00::']","['an adult male person who has a manly character (virile and courageous competent)', 'any living or extinct member of the family Hominidae characterized by superior intelligence, articulate speech, and erect carriage', 'an adult person who is male (as opposed to a woman)', 'one of the British Isles in the Irish Sea', 'all of the living human inhabitants of the earth', 'someone who serves in the armed forces; a member of a military force', 'a male person who plays a significant role (husband or lover or boyfriend) in the life of a particular woman', 'a manservant who acts as a personal attendant to his employer', 'a male subordinate', 'the generic use of the word to refer to any human being', 'game equipment consisting of an object used in playing certain board games']",[2]
